Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Gene name	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value
Q8N3C0;Q8N3C0-4	Q8N3C0	Activating signal cointegrator 1 complex subunit 3	ASCC3	>sp|Q8N3C0|ASCC3_HUMAN Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens GN=ASCC3 PE=1 SV=3	ASCC3	-0.331064	NaN	-0.03153314	0.1305355	0
Q8N3D4;E9PIH6;H0YDZ9	Q8N3D4;E9PIH6	EH domain-binding protein 1-like protein 1	EHBP1L1	>sp|Q8N3D4|EH1L1_HUMAN EH domain-binding protein 1-like protein 1 OS=Homo sapiens GN=EHBP1L1 PE=1 SV=2;>tr|E9PIH6|E9PIH6_HUMAN EH domain-binding protein 1-like protein 1 (Fragment) OS=Homo sapiens GN=EHBP1L1 PE=1 SV=1	EHBP1L1	NaN	NaN	-0.3164922	-0.08646145	0
Q8N3E9;F5GXC1;K7EQF2;H0YGF8;A0A087WU00	Q8N3E9	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3"	PLCD3	">sp|Q8N3E9|PLCD3_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 OS=Homo sapiens GN=PLCD3 PE=1 SV=3"	PLCD3	0.09207205	-0.06756084	0.04656085	NaN	0
Q8N3F8;H0Y6J8;B0QY91;B0QY86	Q8N3F8	MICAL-like protein 1	MICALL1	>sp|Q8N3F8|MILK1_HUMAN MICAL-like protein 1 OS=Homo sapiens GN=MICALL1 PE=1 SV=2	MICALL1	0.2033891	0.1150332	-0.01830809	-0.01969679	0
Q8N3R9;Q8N3R9-2;G3V2H1;G3V2B0	Q8N3R9;Q8N3R9-2	MAGUK p55 subfamily member 5	MPP5	>sp|Q8N3R9|MPP5_HUMAN MAGUK p55 subfamily member 5 OS=Homo sapiens GN=MPP5 PE=1 SV=3;>sp|Q8N3R9-2|MPP5_HUMAN Isoform 2 of MAGUK p55 subfamily member 5 OS=Homo sapiens GN=MPP5	MPP5	0.2202061	0.5440896	0.07888308	0.09166604	0
Q8N3U4;Q8N3U4-2;B1AMT4;B1AMT2;B1AMT3;B1AMT1	Q8N3U4;Q8N3U4-2	Cohesin subunit SA-2	STAG2	>sp|Q8N3U4|STAG2_HUMAN Cohesin subunit SA-2 OS=Homo sapiens GN=STAG2 PE=1 SV=3;>sp|Q8N3U4-2|STAG2_HUMAN Isoform 2 of Cohesin subunit SA-2 OS=Homo sapiens GN=STAG2	STAG2	0.001874253	-0.0616163	-0.09234013	0.06018582	0
Q8N3V7-2;Q8N3V7-3;Q8N3V7	Q8N3V7-2;Q8N3V7-3;Q8N3V7	Synaptopodin	SYNPO	>sp|Q8N3V7-2|SYNPO_HUMAN Isoform 2 of Synaptopodin OS=Homo sapiens GN=SYNPO;>sp|Q8N3V7-3|SYNPO_HUMAN Isoform 3 of Synaptopodin OS=Homo sapiens GN=SYNPO;>sp|Q8N3V7|SYNPO_HUMAN Synaptopodin OS=Homo sapiens GN=SYNPO PE=1 SV=2	SYNPO	0.6798741	0.6926057	0.001442041	0.1943392	0
Q8N3X1;Q8N3X1-2;F5GXL1	Q8N3X1;Q8N3X1-2	Formin-binding protein 4	FNBP4	>sp|Q8N3X1|FNBP4_HUMAN Formin-binding protein 4 OS=Homo sapiens GN=FNBP4 PE=1 SV=3;>sp|Q8N3X1-2|FNBP4_HUMAN Isoform 2 of Formin-binding protein 4 OS=Homo sapiens GN=FNBP4	FNBP4	-0.01256266	-0.1979475	0.8528778	-0.1249749	0
Q8N3Z6;X6R4A7;Q8N3Z6-2	Q8N3Z6	Zinc finger CCHC domain-containing protein 7	ZCCHC7	>sp|Q8N3Z6|ZCHC7_HUMAN Zinc finger CCHC domain-containing protein 7 OS=Homo sapiens GN=ZCCHC7 PE=1 SV=2	ZCCHC7	-0.1414619	-0.2126846	NaN	NaN	0
Q8N442	Q8N442	"Translation factor GUF1, mitochondrial"	GUF1	">sp|Q8N442|GUF1_HUMAN Translation factor GUF1, mitochondrial OS=Homo sapiens GN=GUF1 PE=1 SV=1"	GUF1	-0.08179697	-0.5678102	NaN	NaN	0.0003059
Q8N488	Q8N488	RING1 and YY1-binding protein	RYBP	>sp|Q8N488|RYBP_HUMAN RING1 and YY1-binding protein OS=Homo sapiens GN=RYBP PE=1 SV=2	RYBP	NaN	NaN	NaN	NaN	0
Q8N4B1-2;Q8N4B1;Q8N4B1-4	Q8N4B1-2;Q8N4B1;Q8N4B1-4	Sesquipedalian-1	FAM109A	>sp|Q8N4B1-2|SESQ1_HUMAN Isoform 2 of Sesquipedalian-1 OS=Homo sapiens GN=FAM109A;>sp|Q8N4B1|SESQ1_HUMAN Sesquipedalian-1 OS=Homo sapiens GN=FAM109A PE=1 SV=1;>sp|Q8N4B1-4|SESQ1_HUMAN Isoform 4 of Sesquipedalian-1 OS=Homo sapiens GN=FAM109A	FAM109A	NaN	NaN	NaN	NaN	0
Q8N4C8-4;Q8N4C8;Q8N4C8-5;Q8N4C8-2;Q8N4C8-3	Q8N4C8-4;Q8N4C8;Q8N4C8-5;Q8N4C8-2;Q8N4C8-3	Misshapen-like kinase 1	MINK1	>sp|Q8N4C8-4|MINK1_HUMAN Isoform 4 of Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1;>sp|Q8N4C8|MINK1_HUMAN Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1 PE=1 SV=2;>sp|Q8N4C8-5|MINK1_HUMAN Isoform 5 of Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1;	MINK1	NaN	NaN	0.3237736	0.2624331	0
Q8N4H5;Q8N4H5-3;Q8N4H5-2;F8W8Z9;H3BUX3;H0YFG9	Q8N4H5;Q8N4H5-3;Q8N4H5-2;F8W8Z9	Mitochondrial import receptor subunit TOM5 homolog	TOMM5	>sp|Q8N4H5|TOM5_HUMAN Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens GN=TOMM5 PE=1 SV=1;>sp|Q8N4H5-3|TOM5_HUMAN Isoform 3 of Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens GN=TOMM5;>sp|Q8N4H5-2|TOM5_HUMAN Isoform 2 o	TOMM5	-0.3563654	-0.1148161	-0.1042321	-0.06981528	0.00071429
Q8N4Q1;Q8N4Q1-2	Q8N4Q1;Q8N4Q1-2	Mitochondrial intermembrane space import and assembly protein 40	CHCHD4	>sp|Q8N4Q1|MIA40_HUMAN Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4 PE=1 SV=1;>sp|Q8N4Q1-2|MIA40_HUMAN Isoform 2 of Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4	CHCHD4	NaN	NaN	-0.1542811	-0.3512033	0.0008501
Q8N4V1;Q8N4V1-2	Q8N4V1;Q8N4V1-2	Membrane magnesium transporter 1	MMGT1	>sp|Q8N4V1|MMGT1_HUMAN Membrane magnesium transporter 1 OS=Homo sapiens GN=MMGT1 PE=1 SV=1;>sp|Q8N4V1-2|MMGT1_HUMAN Isoform 2 of Membrane magnesium transporter 1 OS=Homo sapiens GN=MMGT1	MMGT1	NaN	NaN	0.1571731	0.2657969	0
Q8N4X5;Q8N4X5-2;Q8N4X5-4;Q8N4X5-3;F6QUH3	Q8N4X5;Q8N4X5-2;Q8N4X5-4	Actin filament-associated protein 1-like 2	AFAP1L2	>sp|Q8N4X5|AF1L2_HUMAN Actin filament-associated protein 1-like 2 OS=Homo sapiens GN=AFAP1L2 PE=1 SV=1;>sp|Q8N4X5-2|AF1L2_HUMAN Isoform 2 of Actin filament-associated protein 1-like 2 OS=Homo sapiens GN=AFAP1L2;>sp|Q8N4X5-4|AF1L2_HUMAN Isoform 4 of Actin f	AFAP1L2	NaN	NaN	0.2321696	0.1727435	0
Q8N531-2;Q8N531	Q8N531-2;Q8N531	F-box/LRR-repeat protein 6	FBXL6	>sp|Q8N531-2|FBXL6_HUMAN Isoform 2 of F-box/LRR-repeat protein 6 OS=Homo sapiens GN=FBXL6;>sp|Q8N531|FBXL6_HUMAN F-box/LRR-repeat protein 6 OS=Homo sapiens GN=FBXL6 PE=2 SV=1	FBXL6	NaN	0.7713785	NaN	NaN	0.00029612
Q8N543;H3BUA6;Q8N543-2;H3BR79	Q8N543;H3BUA6;Q8N543-2;H3BR79	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1	OGFOD1	>sp|Q8N543|OGFD1_HUMAN Prolyl 3-hydroxylase OGFOD1 OS=Homo sapiens GN=OGFOD1 PE=1 SV=1;>tr|H3BUA6|H3BUA6_HUMAN Prolyl 3-hydroxylase OGFOD1 (Fragment) OS=Homo sapiens GN=OGFOD1 PE=1 SV=1;>sp|Q8N543-2|OGFD1_HUMAN Isoform 2 of Prolyl 3-hydroxylase OGFOD1 OS=H	OGFOD1	-0.3122047	0.02602103	0.3064956	0.1120997	0
Q8N554-2;Q8N554;H3BTK0	Q8N554-2;Q8N554;H3BTK0	Zinc finger protein 276	ZNF276	>sp|Q8N554-2|ZN276_HUMAN Isoform 2 of Zinc finger protein 276 OS=Homo sapiens GN=ZNF276;>sp|Q8N554|ZN276_HUMAN Zinc finger protein 276 OS=Homo sapiens GN=ZNF276 PE=1 SV=4;>tr|H3BTK0|H3BTK0_HUMAN Zinc finger protein 276 OS=Homo sapiens GN=ZNF276 PE=4 SV=1	ZNF276	0.1767058	0.2322924	NaN	NaN	0.00015596
Q8N556;Q8N556-2	Q8N556;Q8N556-2	Actin filament-associated protein 1	AFAP1	>sp|Q8N556|AFAP1_HUMAN Actin filament-associated protein 1 OS=Homo sapiens GN=AFAP1 PE=1 SV=2;>sp|Q8N556-2|AFAP1_HUMAN Isoform 2 of Actin filament-associated protein 1 OS=Homo sapiens GN=AFAP1	AFAP1	0.5919666	0.8580606	-0.03617081	-0.1650946	0
Q8N565	Q8N565	Melanoregulin	MREG	>sp|Q8N565|MREG_HUMAN Melanoregulin OS=Homo sapiens GN=MREG PE=1 SV=1	MREG	NaN	NaN	NaN	NaN	0
Q8N567	Q8N567	Zinc finger CCHC domain-containing protein 9	ZCCHC9	>sp|Q8N567|ZCHC9_HUMAN Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens GN=ZCCHC9 PE=2 SV=2	ZCCHC9	0.06736329	0.007195495	NaN	NaN	0
Q8N573-8;Q8N573;Q8N573-4;Q8N573-3;Q8N573-2;Q8N573-5	Q8N573-8;Q8N573;Q8N573-4;Q8N573-3;Q8N573-2;Q8N573-5	Oxidation resistance protein 1	OXR1	>sp|Q8N573-8|OXR1_HUMAN Isoform 8 of Oxidation resistance protein 1 OS=Homo sapiens GN=OXR1;>sp|Q8N573|OXR1_HUMAN Oxidation resistance protein 1 OS=Homo sapiens GN=OXR1 PE=1 SV=2;>sp|Q8N573-4|OXR1_HUMAN Isoform 4 of Oxidation resistance protein 1 OS=Homo s	OXR1	0.5180315	0.1437852	NaN	NaN	0
V9GY48;Q8N5A5-3;Q8N5A5-2;Q8N5A5;Q8N5A5-4	V9GY48;Q8N5A5-3;Q8N5A5-2;Q8N5A5;Q8N5A5-4	Zinc finger CCCH-type with G patch domain-containing protein	ZGPAT	>tr|V9GY48|V9GY48_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1;>sp|Q8N5A5-3|ZGPAT_HUMAN Isoform 3 of Zinc finger CCCH-type with G patch domain-containing protein OS=Homo sapiens GN=ZGPAT;>sp|Q8N5A5-2|ZGPAT_HUMAN Isoform 2 of Zinc fing	ZGPAT	0.2253984	-0.7417343	-0.2660903	-0.1501448	0
Q8N5C6;Q8N5C6-2	Q8N5C6;Q8N5C6-2	S1 RNA-binding domain-containing protein 1	SRBD1	>sp|Q8N5C6|SRBD1_HUMAN S1 RNA-binding domain-containing protein 1 OS=Homo sapiens GN=SRBD1 PE=1 SV=2;>sp|Q8N5C6-2|SRBD1_HUMAN Isoform 2 of S1 RNA-binding domain-containing protein 1 OS=Homo sapiens GN=SRBD1	SRBD1	0.09288389	-0.0298237	0.1638852	0.2345013	0
Q8N5D0-5;Q8N5D0-3;Q8N5D0-6;Q8N5D0-2;Q8N5D0-4;Q8N5D0	Q8N5D0-5;Q8N5D0-3;Q8N5D0-6;Q8N5D0-2;Q8N5D0-4;Q8N5D0	WD and tetratricopeptide repeats protein 1	WDTC1	>sp|Q8N5D0-5|WDTC1_HUMAN Isoform 5 of WD and tetratricopeptide repeats protein 1 OS=Homo sapiens GN=WDTC1;>sp|Q8N5D0-3|WDTC1_HUMAN Isoform 3 of WD and tetratricopeptide repeats protein 1 OS=Homo sapiens GN=WDTC1;>sp|Q8N5D0-6|WDTC1_HUMAN Isoform 6 of WD and	WDTC1	NaN	NaN	NaN	NaN	0
Q8N5F7;Q5M9Q1	Q8N5F7;Q5M9Q1	NF-kappa-B-activating protein;NKAP-like protein	NKAP;NKAPL	>sp|Q8N5F7|NKAP_HUMAN NF-kappa-B-activating protein OS=Homo sapiens GN=NKAP PE=1 SV=1;>sp|Q5M9Q1|NKAPL_HUMAN NKAP-like protein OS=Homo sapiens GN=NKAPL PE=2 SV=3	NKAP;NKAPL	NaN	NaN	NaN	NaN	0
Q8N5G2;Q8N5G2-2;Q8N5G2-3	Q8N5G2	Macoilin	TMEM57	>sp|Q8N5G2|MACOI_HUMAN Macoilin OS=Homo sapiens GN=TMEM57 PE=1 SV=1	TMEM57	NaN	NaN	0.5537537	NaN	0
Q8N5H7-3;Q8N5H7-6;Q8N5H7-5;Q8N5H7-2;Q8N5H7-4;Q8N5H7	Q8N5H7-3;Q8N5H7-6;Q8N5H7-5;Q8N5H7-2;Q8N5H7-4;Q8N5H7	SH2 domain-containing protein 3C	SH2D3C	>sp|Q8N5H7-3|SH2D3_HUMAN Isoform 3 of SH2 domain-containing protein 3C OS=Homo sapiens GN=SH2D3C;>sp|Q8N5H7-6|SH2D3_HUMAN Isoform 6 of SH2 domain-containing protein 3C OS=Homo sapiens GN=SH2D3C;>sp|Q8N5H7-5|SH2D3_HUMAN Isoform 5 of SH2 domain-containing pr	SH2D3C	NaN	-0.01020699	NaN	NaN	0.0070166
Q8N5K1;D6RCF4;I3L1N9	Q8N5K1;D6RCF4	CDGSH iron-sulfur domain-containing protein 2	CISD2	>sp|Q8N5K1|CISD2_HUMAN CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1;>tr|D6RCF4|D6RCF4_HUMAN CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1	CISD2	-0.9620134	-0.6559442	-0.05466199	-0.3192436	0
Q8N5L8	Q8N5L8	Ribonuclease P protein subunit p25-like protein	RPP25L	>sp|Q8N5L8|RP25L_HUMAN Ribonuclease P protein subunit p25-like protein OS=Homo sapiens GN=RPP25L PE=1 SV=1	RPP25L	0.01135251	0.175301	-0.1770822	0.2279875	0.00084734
Q8N5M4;H0YDR3;E9PKV8;E7EST3;Q8N5M4-2	Q8N5M4;H0YDR3;E9PKV8	Tetratricopeptide repeat protein 9C	TTC9C	>sp|Q8N5M4|TTC9C_HUMAN Tetratricopeptide repeat protein 9C OS=Homo sapiens GN=TTC9C PE=1 SV=1;>tr|H0YDR3|H0YDR3_HUMAN Tetratricopeptide repeat protein 9C (Fragment) OS=Homo sapiens GN=TTC9C PE=1 SV=1;>tr|E9PKV8|E9PKV8_HUMAN Tetratricopeptide repeat protein	TTC9C	NaN	NaN	0.1943392	0.1891604	0
Q8N5N7;Q8N5N7-2	Q8N5N7;Q8N5N7-2	"39S ribosomal protein L50, mitochondrial"	MRPL50	">sp|Q8N5N7|RM50_HUMAN 39S ribosomal protein L50, mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2;>sp|Q8N5N7-2|RM50_HUMAN Isoform 2 of 39S ribosomal protein L50, mitochondrial OS=Homo sapiens GN=MRPL50"	MRPL50	-0.6866844	-0.5150267	-0.2785136	-0.1031779	0
Q8N5P1	Q8N5P1	Zinc finger CCCH domain-containing protein 8	ZC3H8	>sp|Q8N5P1|ZC3H8_HUMAN Zinc finger CCCH domain-containing protein 8 OS=Homo sapiens GN=ZC3H8 PE=1 SV=2	ZC3H8	NaN	NaN	NaN	NaN	0
Q8N5Y2-4;Q8N5Y2-6;Q8N5Y2-2;Q8N5Y2-3;Q8N5Y2;Q8N5Y2-5;C9JXM9;A6NLU8;C9JKR8	Q8N5Y2-4;Q8N5Y2-6;Q8N5Y2-2;Q8N5Y2-3;Q8N5Y2;Q8N5Y2-5	Male-specific lethal 3 homolog	MSL3	>sp|Q8N5Y2-4|MS3L1_HUMAN Isoform 4 of Male-specific lethal 3 homolog OS=Homo sapiens GN=MSL3;>sp|Q8N5Y2-6|MS3L1_HUMAN Isoform 6 of Male-specific lethal 3 homolog OS=Homo sapiens GN=MSL3;>sp|Q8N5Y2-2|MS3L1_HUMAN Isoform 2 of Male-specific lethal 3 homolog O	MSL3	0.1829465	0.1692837	NaN	NaN	0.00030474
Q8N612;Q8N612-2;Q8N612-3;E9PJK5	Q8N612;Q8N612-2;Q8N612-3;E9PJK5	FTS and Hook-interacting protein	FAM160A2	>sp|Q8N612|F16A2_HUMAN FTS and Hook-interacting protein OS=Homo sapiens GN=FAM160A2 PE=1 SV=3;>sp|Q8N612-2|F16A2_HUMAN Isoform 2 of FTS and Hook-interacting protein OS=Homo sapiens GN=FAM160A2;>sp|Q8N612-3|F16A2_HUMAN Isoform 3 of FTS and Hook-interacting	FAM160A2	NaN	NaN	NaN	NaN	0
Q8N655	Q8N655	Uncharacterized protein C10orf12	C10orf12	>sp|Q8N655|CJ012_HUMAN Uncharacterized protein C10orf12 OS=Homo sapiens GN=C10orf12 PE=1 SV=1	C10orf12	0.0533895	0.1600167	NaN	NaN	0
Q8N668;Q8N668-2;H7C377;H0Y7J4;E9PE85	Q8N668;Q8N668-2	COMM domain-containing protein 1	COMMD1	>sp|Q8N668|COMD1_HUMAN COMM domain-containing protein 1 OS=Homo sapiens GN=COMMD1 PE=1 SV=1;>sp|Q8N668-2|COMD1_HUMAN Isoform 2 of COMM domain-containing protein 1 OS=Homo sapiens GN=COMMD1	COMMD1	NaN	NaN	0.6957266	0.07983892	0
Q8N680	Q8N680	Zinc finger and BTB domain-containing protein 2	ZBTB2	>sp|Q8N680|ZBTB2_HUMAN Zinc finger and BTB domain-containing protein 2 OS=Homo sapiens GN=ZBTB2 PE=1 SV=1	ZBTB2	-0.2443604	-0.3631782	NaN	NaN	0
Q8N684-2;Q8N684;Q8N684-3;F5H669;J3QT54;F5H6M0;F5H047;C9J286;C9J323;C9JM38;F5H5B7;F5H1W4;F5H2K8;F5H6P5;F5H6A8;F5GXA3	Q8N684-2;Q8N684;Q8N684-3;F5H669;J3QT54;F5H6M0;F5H047	Cleavage and polyadenylation specificity factor subunit 7	CPSF7	>sp|Q8N684-2|CPSF7_HUMAN Isoform 2 of Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7;>sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7 PE=1 SV=1;>sp|Q8N684-3|CPSF7_	CPSF7	0.07464243	-0.08800939	-0.02190693	-0.176267	0
Q8N6H7;G5E9L0;E9PQP3;Q8N6H7-2;Q8N6H7-3;E9PIY6;H0YDN9;E9PMU9;E9PJT7;E9PK28;E9PMR9;E9PM63;H0YF45;H0YDX1;E9PNY8;E9PM18;B0QYV9	Q8N6H7;G5E9L0;E9PQP3;Q8N6H7-2;Q8N6H7-3;E9PIY6	ADP-ribosylation factor GTPase-activating protein 2	ARFGAP2	>sp|Q8N6H7|ARFG2_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1;>tr|G5E9L0|G5E9L0_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=2;>tr|E9PQP3|E9PQP3_HUMAN ADP-rib	ARFGAP2	0.7893537	0.8292813	0.328262	0.05907837	0
Q8N6M0;A0A087X0W9;Q8N6M0-2	Q8N6M0;A0A087X0W9;Q8N6M0-2	OTU domain-containing protein 6B	OTUD6B	">sp|Q8N6M0|OTU6B_HUMAN OTU domain-containing protein 6B OS=Homo sapiens GN=OTUD6B PE=1 SV=1;>tr|A0A087X0W9|A0A087X0W9_HUMAN OTU domain containing 6B, isoform CRA_b OS=Homo sapiens GN=OTUD6B PE=4 SV=1;>sp|Q8N6M0-2|OTU6B_HUMAN Isoform 2 of OTU domain-contain"	OTUD6B	-0.2401113	-0.3053248	0.1428708	0.05838585	0
Q8N6N3	Q8N6N3	UPF0690 protein C1orf52	C1orf52	>sp|Q8N6N3|CA052_HUMAN UPF0690 protein C1orf52 OS=Homo sapiens GN=C1orf52 PE=1 SV=1	C1orf52	NaN	NaN	NaN	NaN	0
Q8N6R0-3;Q8N6R0-4;Q8N6R0;Q8N6R0-2;Q8N6R0-1	Q8N6R0-3;Q8N6R0-4;Q8N6R0;Q8N6R0-2;Q8N6R0-1	Methyltransferase-like protein 13	METTL13	>sp|Q8N6R0-3|MET13_HUMAN Isoform 3 of Methyltransferase-like protein 13 OS=Homo sapiens GN=METTL13;>sp|Q8N6R0-4|MET13_HUMAN Isoform 2 of Methyltransferase-like protein 13 OS=Homo sapiens GN=METTL13;>sp|Q8N6R0|MET13_HUMAN Methyltransferase-like protein 13 O	METTL13	0.2141248	0.6541605	0.2025117	-0.06173683	0
Q8N6S5	Q8N6S5	ADP-ribosylation factor-like protein 6-interacting protein 6	ARL6IP6	>sp|Q8N6S5|AR6P6_HUMAN ADP-ribosylation factor-like protein 6-interacting protein 6 OS=Homo sapiens GN=ARL6IP6 PE=1 SV=1	ARL6IP6	NaN	-0.2789162	NaN	NaN	0
Q8N6T3;Q8N6T3-2;F8W1U7;F8VWH9;Q8N6T3-5;Q8N6T3-3;E5RHC5;E5RHT6;Q8N6T3-4;E5RHH7;F8VWB3;E5RGL6;E5RIU2;H0YIQ0	Q8N6T3;Q8N6T3-2;F8W1U7;F8VWH9;Q8N6T3-5;Q8N6T3-3;E5RHC5;E5RHT6;Q8N6T3-4	ADP-ribosylation factor GTPase-activating protein 1	ARFGAP1	>sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2;>sp|Q8N6T3-2|ARFG1_HUMAN Isoform 2 of ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1;>tr|F8W1U7|F8W1U7_HUMAN ADP	ARFGAP1	-0.1138011	-0.4086078	0.2696317	0.3417581	0
Q8N6T7;Q8N6T7-2;M0QZ09;M0R1N9;M0R1F6;M0QXA0;M0R0B2	Q8N6T7;Q8N6T7-2;M0QZ09	NAD-dependent protein deacetylase sirtuin-6	SIRT6	>sp|Q8N6T7|SIR6_HUMAN NAD-dependent protein deacetylase sirtuin-6 OS=Homo sapiens GN=SIRT6 PE=1 SV=2;>sp|Q8N6T7-2|SIR6_HUMAN Isoform 2 of NAD-dependent protein deacetylase sirtuin-6 OS=Homo sapiens GN=SIRT6;>tr|M0QZ09|M0QZ09_HUMAN NAD-dependent protein dea	SIRT6	-0.1771965	-0.2157641	NaN	NaN	0
Q8N720;Q8N720-3;F8WEB1;F8WCS2;C9J9R2;C9J0V9;C9JUB9;Q8N720-4;C9IYG2;F8WE52;F8WEM9;C9JNK1;F8WDU5;Q8N720-2;C9JS03	Q8N720;Q8N720-3	Zinc finger protein 655	ZNF655	>sp|Q8N720|ZN655_HUMAN Zinc finger protein 655 OS=Homo sapiens GN=ZNF655 PE=1 SV=3;>sp|Q8N720-3|ZN655_HUMAN Isoform 3 of Zinc finger protein 655 OS=Homo sapiens GN=ZNF655	ZNF655	0.3034593	-0.05120486	NaN	-0.6202681	0
Q8N726;Q8N726-2	Q8N726;Q8N726-2	"Cyclin-dependent kinase inhibitor 2A, isoform 4"	CDKN2A	">sp|Q8N726|CD2A2_HUMAN Cyclin-dependent kinase inhibitor 2A, isoform 4 OS=Homo sapiens GN=CDKN2A PE=1 SV=2;>sp|Q8N726-2|CD2A2_HUMAN Isoform 6 of Cyclin-dependent kinase inhibitor 2A, isoform 4 OS=Homo sapiens GN=CDKN2A"	CDKN2A	-0.1334322	-0.2221616	-0.08424205	0.1032627	0
Q8N766-4;Q8N766-2;Q8N766;Q8N766-3;H7C4E3	Q8N766-4;Q8N766-2;Q8N766;Q8N766-3	ER membrane protein complex subunit 1	EMC1	>sp|Q8N766-4|EMC1_HUMAN Isoform 4 of ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1;>sp|Q8N766-2|EMC1_HUMAN Isoform 2 of ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1;>sp|Q8N766|EMC1_HUMAN ER membrane protein complex subunit	EMC1	-0.05276028	-0.04668264	-0.09531163	-0.07775652	0
Q8N7H5-3;Q8N7H5;Q8N7H5-2;B4DGJ5;M0QYC7	Q8N7H5-3;Q8N7H5;Q8N7H5-2;B4DGJ5	RNA polymerase II-associated factor 1 homolog	PAF1	>sp|Q8N7H5-3|PAF1_HUMAN Isoform 3 of RNA polymerase II-associated factor 1 homolog OS=Homo sapiens GN=PAF1;>sp|Q8N7H5|PAF1_HUMAN RNA polymerase II-associated factor 1 homolog OS=Homo sapiens GN=PAF1 PE=1 SV=2;>sp|Q8N7H5-2|PAF1_HUMAN Isoform 2 of RNA polyme	PAF1	0.04586229	-0.1165825	-0.2041832	-0.1466909	0
Q8N7R7-3;Q8N7R7;Q8N7R7-2;H7BZD2;H7C0P7	Q8N7R7-3;Q8N7R7;Q8N7R7-2;H7BZD2	Cyclin-Y-like protein 1	CCNYL1	>sp|Q8N7R7-3|CCYL1_HUMAN Isoform 3 of Cyclin-Y-like protein 1 OS=Homo sapiens GN=CCNYL1;>sp|Q8N7R7|CCYL1_HUMAN Cyclin-Y-like protein 1 OS=Homo sapiens GN=CCNYL1 PE=1 SV=2;>sp|Q8N7R7-2|CCYL1_HUMAN Isoform 2 of Cyclin-Y-like protein 1 OS=Homo sapiens GN=CCNY	CCNYL1	NaN	NaN	NaN	NaN	0
Q8N7W2-2;Q8N7W2-3;Q8N7W2	Q8N7W2-2;Q8N7W2-3;Q8N7W2	BEN domain-containing protein 7	BEND7	>sp|Q8N7W2-2|BEND7_HUMAN Isoform 2 of BEN domain-containing protein 7 OS=Homo sapiens GN=BEND7;>sp|Q8N7W2-3|BEND7_HUMAN Isoform 3 of BEN domain-containing protein 7 OS=Homo sapiens GN=BEND7;>sp|Q8N7W2|BEND7_HUMAN BEN domain-containing protein 7 OS=Homo sap	BEND7	NaN	NaN	NaN	NaN	0.00071256
Q8N806;E9PCJ7;H0YJY4;H0YJM2;G3V336;H0YJA0;G3V3Q6	Q8N806;E9PCJ7;H0YJY4;H0YJM2	Putative E3 ubiquitin-protein ligase UBR7	UBR7	>sp|Q8N806|UBR7_HUMAN Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens GN=UBR7 PE=1 SV=2;>tr|E9PCJ7|E9PCJ7_HUMAN Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens GN=UBR7 PE=1 SV=2;>tr|H0YJY4|H0YJY4_HUMAN Putative E3 ubiquitin-protein liga	UBR7	NaN	NaN	0.1623389	0.07436837	0
